game_id,card_name,card_value
310,king,10
312,5,5
312,6,6
313,queen,10
313,ace,11
314,queen,10
318,ace,11
318,7,7
320,queen,10
321,9,9
322,5,5
323,8,8
324,5,5
325,queen,10
325,3,3
325,6,6
326,8,8
326,7,7
331,5,5
331,6,6
333,ace,11
333,4,4
334,2,2
334,9,9
335,7,7
337,king,10
338,10,10
340,ace,11
340,ace,11
341,6,6
342,king,10
343,ace,11
343,6,6
344,6,6
344,king,10
345,ace,11
345,5,5
346,3,3
348,4,4
352,10,10
353,6,6
354,5,5
354,7,7
355,9,9
357,ace,11
358,8,8
360,5,5
360,ace,11
360,2,2
362,2,2
362,5,5
363,queen,10
364,8,8
365,queen,10
365,jack,10
367,8,8
368,10,10
372,6,6
373,2,2
374,8,8
377,9,9
380,3,3
382,6,6
384,ace,11
384,9,9
384,queen,10
386,9,9
388,5,5
388,6,6
390,6,6
391,8,8
393,9,9
394,9,9
394,queen,10
396,3,3
397,king,10
398,ace,11
399,king,10
400,8,8
401,6,6
402,ace,11
402,6,6
403,10,10
405,10,10
406,4,4
406,queen,10
407,10,10
409,queen,10
411,2,2
411,4,4
412,king,10
413,4,4
413,10,10
414,5,5
415,3,3
415,7,7
417,jack,10
418,7,7
421,ace,11
421,3,3
422,8,8
424,4,4
424,8,8
425,9,9
425,queen,10
428,5,5
431,king,10
431,10,10
434,9,9
434,jack,10
435,9,9
435,jack,10
437,ace,11
438,6,6
439,10,10
440,10,10
442,jack,10
443,4,4
443,6,6
446,4,4
447,9,9
447,9,9
448,10,10
449,4,4
450,6,6
452,9,9
453,2,2
455,2,2
455,7,7
465,7,7
466,7,7
470,4,4
471,4,4
472,ace,11
473,4,4
473,4,4
474,ace,11
476,queen,10
478,4,4
478,jack,10
480,10,10
481,7,7
481,king,10
482,jack,10
482,5,5
483,5,5
487,3,3
487,ace,11
487,5,5
488,jack,10
490,4,4
490,3,3
491,6,6
492,3,3
493,6,6
493,8,8
495,queen,10
496,4,4
497,6,6
498,jack,10
499,7,7
500,10,10
502,3,3
503,9,9
504,ace,11
504,9,9
505,6,6
505,jack,10
506,9,9
507,7,7
507,3,3
508,5,5
510,5,5
511,ace,11
511,6,6
512,9,9
515,ace,11
515,ace,11
517,queen,10
518,8,8
518,6,6
519,5,5
519,5,5
520,8,8
521,6,6
522,queen,10
524,2,2
524,jack,10
525,8,8
525,10,10
526,10,10
528,9,9
529,10,10
530,5,5
532,5,5
534,jack,10
535,2,2
535,queen,10
538,jack,10
539,5,5
541,6,6
542,7,7
544,7,7
544,ace,11
544,3,3
547,ace,11
549,7,7
549,8,8
552,8,8
554,2,2
554,9,9
554,jack,10
555,4,4
557,6,6
558,7,7
559,3,3
559,10,10
560,9,9
561,jack,10
562,jack,10
562,10,10
564,jack,10
565,5,5
566,queen,10
567,2,2
567,queen,10
568,7,7
569,5,5
570,4,4
571,king,10
572,10,10
574,jack,10
575,7,7
576,2,2
576,2,2
576,4,4
576,10,10
577,3,3
577,8,8
578,10,10
579,8,8
581,5,5
582,ace,11
582,queen,10
585,jack,10
588,9,9
589,3,3
589,king,10
591,10,10
592,queen,10
592,ace,11
592,jack,10
594,7,7
596,king,10
599,2,2
599,4,4
600,5,5
604,queen,10
606,6,6
607,ace,11
607,3,3
607,2,2
608,king,10
609,10,10
611,ace,11
611,ace,11
611,8,8
612,ace,11
612,10,10
613,jack,10
615,6,6
615,ace,11
615,7,7
617,3,3
617,king,10
618,8,8
618,5,5
620,3,3
622,6,6
625,king,10
626,ace,11
626,6,6
629,10,10
630,king,10
632,queen,10
634,king,10
636,3,3
636,king,10
637,9,9
640,7,7
640,5,5
643,10,10
648,6,6
648,5,5
649,ace,11
649,9,9
650,king,10
651,5,5
651,8,8
652,6,6
653,3,3
654,3,3
656,2,2
656,ace,11
657,jack,10
658,2,2
658,8,8
659,9,9
660,10,10
662,4,4
663,ace,11
663,3,3
663,8,8
664,6,6
664,ace,11
665,5,5
665,4,4
665,9,9
667,7,7
667,queen,10
668,9,9
670,ace,11
671,4,4
672,7,7
672,4,4
674,king,10
676,8,8
679,10,10
679,7,7
682,2,2
682,8,8
683,8,8
684,8,8
685,queen,10
685,ace,11
686,3,3
686,5,5
687,ace,11
687,ace,11
687,jack,10
688,8,8
688,10,10
689,6,6
690,3,3
693,6,6
693,6,6
694,10,10
698,7,7
699,jack,10
702,2,2
703,jack,10
704,jack,10
705,3,3
705,10,10
706,jack,10
707,5,5
708,5,5
708,8,8
709,10,10
710,ace,11
710,jack,10
712,queen,10
713,ace,11
713,jack,10
714,king,10
715,9,9
716,7,7
717,jack,10
719,jack,10
721,7,7
723,8,8
726,jack,10
727,king,10
727,8,8
728,ace,11
728,5,5
730,6,6
730,5,5
731,5,5
732,2,2
732,2,2
732,6,6
734,king,10
734,3,3
735,6,6
735,7,7
736,8,8
736,4,4
738,6,6
738,9,9
740,5,5
742,8,8
743,3,3
743,king,10
745,jack,10
746,4,4
746,8,8
747,5,5
747,10,10
748,4,4
750,4,4
750,2,2
750,8,8
751,9,9
752,2,2
753,queen,10
753,3,3
754,ace,11
754,3,3
755,10,10
757,ace,11
757,king,10
761,10,10
762,6,6
763,2,2
763,10,10
763,ace,11
765,4,4
767,queen,10
768,9,9
770,7,7
771,3,3
771,6,6
773,7,7
774,king,10
774,queen,10
776,6,6
776,4,4
776,3,3
781,10,10
782,8,8
786,8,8
787,7,7
788,queen,10
788,4,4
789,3,3
789,9,9
790,8,8
790,4,4
792,queen,10
794,ace,11
795,jack,10
796,4,4
798,queen,10
801,6,6
804,10,10
805,5,5
808,king,10
809,3,3
811,6,6
812,2,2
812,7,7
815,jack,10
816,queen,10
816,ace,11
817,3,3
817,2,2
817,6,6
818,9,9
820,4,4
822,4,4
823,queen,10
824,7,7
826,9,9
827,king,10
828,9,9
830,jack,10
832,jack,10
833,5,5
835,3,3
835,7,7
836,2,2
836,ace,11
837,10,10
838,7,7
838,queen,10
839,6,6
839,10,10
842,9,9
843,8,8
846,9,9
847,5,5
847,ace,11
847,jack,10
848,3,3
849,4,4
849,3,3
851,7,7
851,ace,11
851,5,5
852,jack,10
853,king,10
853,10,10
856,4,4
857,6,6
857,2,2
857,queen,10
858,7,7
859,6,6
859,queen,10
862,6,6
863,4,4
864,ace,11
864,jack,10
864,8,8
867,6,6
872,king,10
874,jack,10
876,ace,11
876,3,3
878,king,10
879,8,8
880,10,10
881,7,7
882,3,3
882,4,4
883,6,6
884,3,3
886,queen,10
887,ace,11
887,2,2
887,8,8
888,6,6
888,10,10
889,10,10
890,queen,10
892,8,8
894,10,10
895,4,4
895,jack,10
899,2,2
899,6,6
900,2,2
902,5,5
904,5,5
904,9,9
905,2,2
905,7,7
906,5,5
906,8,8
907,2,2
907,7,7
909,2,2
910,6,6
911,6,6
912,queen,10
913,5,5
913,10,10
915,queen,10
917,10,10
919,2,2
919,7,7
921,7,7
921,7,7
923,2,2
924,4,4
924,ace,11
925,10,10
926,2,2
926,9,9
927,queen,10
929,7,7
930,4,4
930,jack,10
931,7,7
933,jack,10
934,9,9
934,jack,10
937,3,3
939,queen,10
940,3,3
940,8,8
940,9,9
941,3,3
942,9,9
943,4,4
943,ace,11
943,9,9
945,9,9
947,king,10
950,8,8
952,king,10
953,10,10
954,9,9
955,king,10
955,4,4
956,king,10
957,3,3
957,9,9
958,10,10
960,ace,11
960,2,2
961,2,2
961,2,2
962,ace,11
964,king,10
965,king,10
966,queen,10
967,9,9
968,8,8
969,9,9
971,queen,10
972,3,3
972,queen,10
974,9,9
977,ace,11
978,3,3
978,6,6
979,6,6
981,4,4
983,king,10
985,9,9
985,3,3
986,9,9
986,king,10
987,9,9
987,jack,10
989,10,10
991,7,7
993,10,10
994,king,10
997,king,10
999,3,3
999,jack,10
