game_id,card_name,card_value
200,king,10
201,10,10
202,king,10
202,6,6
203,6,6
203,queen,10
204,8,8
205,10,10
210,5,5
210,10,10
212,7,7
213,queen,10
214,2,2
214,ace,11
214,10,10
215,4,4
216,9,9
222,7,7
223,9,9
223,2,2
224,7,7
225,9,9
226,ace,11
226,queen,10
227,3,3
227,6,6
227,10,10
228,4,4
228,8,8
231,3,3
232,jack,10
233,jack,10
234,7,7
234,8,8
235,8,8
241,ace,11
242,ace,11
242,queen,10
242,8,8
243,9,9
246,king,10
247,7,7
248,queen,10
248,ace,11
248,king,10
250,10,10
251,8,8
251,3,3
251,jack,10
252,5,5
253,10,10
254,7,7
256,king,10
257,2,2
257,4,4
259,2,2
259,jack,10
260,2,2
260,4,4
261,6,6
261,ace,11
261,10,10
262,ace,11
262,4,4
263,8,8
265,jack,10
267,5,5
267,7,7
268,9,9
269,2,2
269,queen,10
270,6,6
270,ace,11
270,8,8
271,3,3
272,2,2
272,7,7
274,3,3
274,2,2
275,8,8
276,4,4
276,5,5
278,6,6
278,queen,10
279,9,9
281,2,2
281,ace,11
281,ace,11
281,6,6
284,9,9
285,10,10
285,king,10
286,7,7
286,queen,10
287,5,5
287,4,4
288,ace,11
288,6,6
289,7,7
290,ace,11
290,4,4
291,ace,11
291,6,6
293,queen,10
294,5,5
296,king,10
297,ace,11
297,9,9
298,3,3
298,3,3
300,8,8
300,5,5
301,6,6
302,queen,10
304,jack,10
304,9,9
305,9,9
306,8,8
306,7,7
307,queen,10
308,king,10
309,3,3
311,8,8
311,10,10
315,7,7
316,queen,10
317,9,9
319,2,2
321,ace,11
321,5,5
322,7,7
323,ace,11
323,7,7
325,4,4
326,9,9
327,7,7
327,9,9
328,9,9
329,5,5
331,4,4
331,4,4
334,queen,10
335,10,10
336,9,9
337,10,10
339,8,8
341,jack,10
342,2,2
343,7,7
344,jack,10
347,4,4
348,3,3
348,7,7
350,ace,11
351,king,10
352,3,3
352,king,10
353,8,8
353,3,3
355,4,4
356,8,8
357,8,8
358,king,10
358,4,4
359,8,8
362,6,6
362,4,4
362,jack,10
364,3,3
365,4,4
367,6,6
369,10,10
370,king,10
372,ace,11
372,ace,11
373,3,3
375,8,8
376,3,3
376,10,10
377,jack,10
380,2,2
380,king,10
381,5,5
381,5,5
381,2,2
382,3,3
384,jack,10
389,10,10
390,ace,11
391,queen,10
392,2,2
392,8,8
392,2,2
393,queen,10
394,4,4
396,ace,11
396,9,9
400,9,9
400,queen,10
401,7,7
402,queen,10
402,5,5
403,4,4
405,2,2
405,3,3
406,7,7
406,8,8
408,9,9
410,10,10
410,6,6
413,2,2
413,queen,10
414,8,8
414,8,8
415,jack,10
416,4,4
416,7,7
418,king,10
419,2,2
421,king,10
421,jack,10
423,9,9
424,3,3
424,queen,10
426,2,2
426,king,10
428,10,10
428,jack,10
430,10,10
433,ace,11
434,3,3
436,6,6
437,4,4
438,2,2
440,jack,10
440,8,8
441,2,2
441,7,7
444,2,2
444,jack,10
445,4,4
445,2,2
447,6,6
449,4,4
449,10,10
449,6,6
450,queen,10
452,8,8
454,2,2
456,5,5
456,5,5
458,3,3
460,ace,11
460,8,8
461,5,5
461,ace,11
461,ace,11
461,queen,10
463,king,10
464,queen,10
466,5,5
468,ace,11
468,6,6
468,ace,11
468,ace,11
468,7,7
469,king,10
472,3,3
475,king,10
478,10,10
480,queen,10
480,ace,11
480,queen,10
483,king,10
484,king,10
485,king,10
488,10,10
489,2,2
490,jack,10
491,queen,10
494,5,5
495,4,4
497,3,3
497,2,2
497,queen,10
498,9,9
499,2,2
500,jack,10
501,ace,11
502,7,7
503,jack,10
504,ace,11
504,ace,11
504,king,10
505,ace,11
508,king,10
509,ace,11
510,10,10
512,10,10
516,queen,10
517,4,4
517,king,10
518,2,2
518,2,2
519,8,8
520,queen,10
521,5,5
521,10,10
522,2,2
522,jack,10
522,ace,11
522,5,5
523,8,8
524,6,6
526,5,5
528,king,10
529,9,9
530,4,4
530,king,10
531,3,3
532,8,8
534,9,9
535,3,3
535,9,9
536,5,5
537,6,6
537,4,4
538,queen,10
538,jack,10
539,jack,10
540,queen,10
541,6,6
543,3,3
545,8,8
546,7,7
546,9,9
547,4,4
549,jack,10
550,2,2
550,5,5
551,9,9
551,jack,10
552,8,8
554,6,6
555,7,7
556,5,5
557,jack,10
558,queen,10
559,10,10
561,jack,10
563,5,5
563,10,10
566,10,10
567,4,4
568,9,9
571,7,7
571,5,5
573,queen,10
574,5,5
575,2,2
575,5,5
576,7,7
577,king,10
583,10,10
583,6,6
584,ace,11
584,5,5
588,6,6
592,9,9
594,4,4
597,5,5
598,2,2
598,jack,10
599,ace,11
599,4,4
600,5,5
600,queen,10
601,9,9
602,4,4
603,8,8
603,2,2
604,4,4
604,6,6
605,jack,10
606,5,5
606,9,9
611,king,10
612,jack,10
613,3,3
614,8,8
615,king,10
617,10,10
619,jack,10
620,ace,11
620,7,7
621,7,7
622,6,6
622,jack,10
623,king,10
627,jack,10
628,2,2
628,3,3
629,4,4
629,5,5
630,9,9
633,5,5
633,5,5
634,4,4
635,ace,11
635,7,7
639,2,2
640,2,2
640,6,6
641,queen,10
644,3,3
644,3,3
645,6,6
645,4,4
646,9,9
647,jack,10
648,5,5
649,4,4
649,3,3
649,3,3
650,jack,10
650,3,3
651,queen,10
654,6,6
656,8,8
656,5,5
657,4,4
657,2,2
658,5,5
658,ace,11
658,ace,11
658,5,5
659,queen,10
660,10,10
661,7,7
661,5,5
664,ace,11
664,jack,10
665,ace,11
666,6,6
667,5,5
668,queen,10
669,queen,10
672,3,3
673,7,7
674,8,8
675,6,6
678,8,8
678,ace,11
679,king,10
680,king,10
681,4,4
683,jack,10
683,ace,11
684,6,6
685,5,5
685,6,6
686,3,3
686,9,9
687,queen,10
689,king,10
690,king,10
690,6,6
691,ace,11
691,4,4
692,10,10
695,ace,11
696,queen,10
697,queen,10
698,queen,10
700,4,4
700,9,9
701,7,7
702,6,6
704,6,6
704,9,9
705,3,3
705,queen,10
706,jack,10
707,2,2
707,8,8
708,jack,10
709,7,7
710,ace,11
711,8,8
712,5,5
712,7,7
713,3,3
718,jack,10
720,jack,10
722,8,8
724,9,9
724,8,8
726,ace,11
727,ace,11
727,2,2
727,ace,11
727,2,2
728,6,6
728,2,2
730,5,5
731,king,10
732,jack,10
732,2,2
732,6,6
733,queen,10
736,ace,11
736,8,8
737,queen,10
743,7,7
744,2,2
744,jack,10
745,jack,10
747,9,9
749,2,2
749,7,7
750,7,7
751,3,3
751,3,3
754,10,10
759,queen,10
760,2,2
761,3,3
761,3,3
761,ace,11
761,ace,11
761,2,2
762,queen,10
762,5,5
765,4,4
765,queen,10
767,ace,11
767,5,5
768,10,10
768,ace,11
769,jack,10
769,king,10
770,5,5
771,3,3
772,jack,10
772,queen,10
773,8,8
773,9,9
775,2,2
775,4,4
775,8,8
777,9,9
781,6,6
783,3,3
783,7,7
784,5,5
787,7,7
787,king,10
788,10,10
789,3,3
791,6,6
792,9,9
792,7,7
793,3,3
793,9,9
794,5,5
795,8,8
796,6,6
796,king,10
799,jack,10
801,6,6
802,8,8
803,8,8
803,5,5
804,10,10
805,4,4
805,3,3
806,4,4
806,4,4
807,5,5
808,king,10
810,queen,10
813,6,6
813,4,4
814,jack,10
815,jack,10
817,7,7
818,9,9
819,9,9
819,8,8
820,4,4
820,ace,11
820,queen,10
821,5,5
823,jack,10
824,4,4
828,jack,10
828,jack,10
829,6,6
830,3,3
830,2,2
831,6,6
832,4,4
832,7,7
833,2,2
834,8,8
834,2,2
834,ace,11
834,2,2
835,jack,10
836,6,6
837,3,3
838,3,3
838,ace,11
838,ace,11
840,5,5
840,5,5
843,9,9
847,7,7
847,queen,10
849,ace,11
849,6,6
850,jack,10
851,4,4
851,2,2
852,8,8
853,7,7
854,2,2
854,3,3
854,4,4
854,king,10
856,2,2
856,5,5
856,queen,10
858,jack,10
861,king,10
863,ace,11
863,2,2
865,4,4
867,4,4
868,6,6
869,4,4
870,3,3
870,8,8
873,2,2
873,queen,10
875,jack,10
877,10,10
878,king,10
882,jack,10
884,7,7
884,4,4
886,ace,11
886,7,7
888,queen,10
890,6,6
890,7,7
891,3,3
891,8,8
892,3,3
893,2,2
893,3,3
893,9,9
894,3,3
894,4,4
896,ace,11
896,8,8
897,ace,11
899,9,9
899,ace,11
899,9,9
900,jack,10
901,ace,11
901,2,2
901,3,3
907,10,10
908,7,7
909,9,9
911,jack,10
914,6,6
916,queen,10
916,jack,10
917,2,2
917,4,4
919,2,2
919,ace,11
919,10,10
922,ace,11
924,7,7
925,2,2
930,king,10
931,4,4
931,2,2
931,5,5
932,8,8
933,8,8
934,ace,11
936,10,10
937,7,7
940,8,8
942,3,3
943,5,5
946,3,3
946,5,5
947,jack,10
948,queen,10
949,7,7
952,6,6
955,king,10
957,4,4
958,9,9
959,3,3
961,ace,11
961,10,10
963,3,3
963,4,4
963,8,8
964,8,8
965,queen,10
966,7,7
968,king,10
969,5,5
971,4,4
972,10,10
973,ace,11
977,queen,10
979,7,7
980,6,6
981,9,9
983,king,10
986,king,10
989,jack,10
993,9,9
994,9,9
994,9,9
995,5,5
996,9,9
997,king,10
997,6,6
998,ace,11
998,ace,11
998,9,9
999,9,9
