player_win,dealer_win,push,dealer_bust,player_hand_value,dealer_hand_value,player_hand,dealer_hand
0,1,0,0,24,19,"{'8': 1, '6': 1, '10': 1}","{'queen': 1, '9': 1}"
0,1,0,0,19,21,"{'9': 1, 'jack': 1}","{'9': 1, '7': 1, '5': 1}"
1,0,0,0,18,17,"{'8': 1, '10': 1}","{'10': 1, '7': 1}"
0,1,0,0,18,19,"{'8': 1, '10': 1}","{'9': 1, 'king': 1}"
0,1,0,0,18,20,"{'10': 1, '8': 1}","{'7': 1, '3': 1, 'king': 1}"
1,0,0,0,21,17,"{'10': 1, '6': 1, '5': 1}","{'queen': 1, '7': 1}"
1,0,0,0,18,17,"{'8': 1, '10': 1}","{'10': 1, '7': 1}"
1,0,0,0,18,17,"{'8': 1, '10': 1}","{'7': 1, '10': 1}"
0,1,0,0,24,18,"{'7': 1, '4': 1, '5': 1, '8': 1}","{'8': 1, '10': 1}"
1,0,0,0,20,17,"{'3': 1, '8': 1, '5': 1, '4': 1}","{'7': 1, 'queen': 1}"
0,1,0,0,23,12,"{'5': 1, '8': 1, '10': 1}","{'7': 1, '5': 1}"
0,0,1,0,19,19,"{'7': 2, '5': 1}","{'queen': 1, '9': 1}"
0,1,0,0,23,19,"{'7': 2, '5': 1, '4': 1}","{'9': 1, 'king': 1}"
0,0,1,0,17,17,"{'8': 1, '9': 1}","{'7': 1, '10': 1}"
0,1,0,0,24,15,"{'9': 1, '7': 1, '8': 1}","{'10': 1, '5': 1}"
0,0,1,0,18,18,"{'5': 2, '8': 1}","{'8': 1, 'queen': 1}"
0,1,0,0,17,19,"{'10': 1, '7': 1}","{'9': 1, '4': 1, '6': 1}"
0,1,0,0,22,20,"{'7': 1, '9': 1, '6': 1}","{'10': 1, 'queen': 1}"
1,0,0,0,21,19,"{'4': 1, '6': 1, '3': 1, '8': 1}","{'9': 1, 'queen': 1}"
1,0,0,0,18,17,"{'8': 1, '10': 1}","{'queen': 1, '7': 1}"
0,1,0,0,25,13,"{'7': 1, '9': 2}","{'8': 1, '5': 1}"
0,1,0,0,17,18,"{'9': 1, '8': 1}","{'king': 1, '5': 1, '3': 1}"
0,1,0,0,25,17,"{'5': 1, '8': 1, '3': 1, '9': 1}","{'10': 1, '7': 1}"
0,0,1,0,19,19,"{'9': 1, '10': 1}","{'7': 1, '4': 1, '5': 1, '3': 1}"
1,0,0,1,17,23,"{'8': 1, '9': 1}","{'10': 1, '6': 1, '7': 1}"
0,1,0,0,18,19,"{'10': 1, '8': 1}","{'9': 1, 'queen': 1}"
1,0,0,1,17,23,"{'8': 1, '9': 1}","{'10': 1, '6': 1, '7': 1}"
0,1,0,0,24,19,"{'6': 1, '8': 1, 'queen': 1}","{'9': 1, 'king': 1}"
0,1,0,0,23,14,"{'8': 2, '7': 1}","{'9': 1, '5': 1}"
0,1,0,0,17,21,"{'9': 1, '8': 1}","{'7': 1, '5': 1, '3': 1, '6': 1}"
0,1,0,0,24,16,"{'7': 1, '8': 1, '9': 1}","{'10': 1, '6': 1}"
1,0,0,1,18,22,"{'jack': 1, '8': 1}","{'8': 1, '5': 1, '9': 1}"
0,1,0,0,23,12,"{'5': 1, '8': 1, 'jack': 1}","{'9': 1, '3': 1}"
0,1,0,0,24,15,"{'9': 1, '7': 1, '8': 1}","{'10': 1, '5': 1}"
1,0,0,1,18,22,"{'king': 1, '8': 1}","{'9': 1, '6': 1, '7': 1}"
0,1,0,0,22,13,"{'7': 1, '9': 1, '6': 1}","{'10': 1, '3': 1}"
0,1,0,0,18,19,"{'10': 1, '8': 1}","{'9': 1, '7': 1, '3': 1}"
1,0,0,1,20,22,"{'5': 1, '8': 1, '7': 1}","{'9': 1, '3': 1, 'queen': 1}"
1,0,0,0,21,17,"{'3': 1, '8': 1, 'king': 1}","{'10': 1, '7': 1}"
0,1,0,0,25,19,"{'5': 1, '7': 1, '3': 1, 'queen': 1}","{'9': 1, '10': 1}"
1,0,0,0,19,18,"{'10': 1, '9': 1}","{'6': 1, '8': 1, '4': 1}"
0,1,0,0,26,15,"{'7': 1, '9': 1, 'king': 1}","{'9': 1, '6': 1}"
1,0,0,1,20,25,"{'4': 2, '5': 2, '2': 1}","{'7': 1, '8': 1, 'queen': 1}"
1,0,0,0,20,18,"{'10': 1, '5': 2}","{'8': 1, '7': 1, '3': 1}"
1,0,0,0,19,17,"{'6': 1, '8': 1, '5': 1}","{'7': 1, '10': 1}"
0,0,1,0,18,18,"{'8': 1, '10': 1}","{'8': 1, 'queen': 1}"
0,1,0,0,17,19,"{'10': 1, '7': 1}","{'8': 1, '6': 1, '5': 1}"
1,0,0,0,19,17,"{'10': 1, '6': 1, '3': 1}","{'7': 1, '10': 1}"
0,1,0,0,17,18,"{'7': 1, '10': 1}","{'8': 1, 'jack': 1}"
0,1,0,0,17,19,"{'8': 1, '9': 1}","{'6': 1, '10': 1, '3': 1}"
1,0,0,0,19,17,"{'9': 1, 'jack': 1}","{'7': 1, 'queen': 1}"
0,1,0,0,17,19,"{'7': 1, '10': 1}","{'10': 1, '9': 1}"
1,0,0,1,18,23,"{'8': 1, '10': 1}","{'10': 1, '6': 1, '7': 1}"
1,0,0,0,21,18,"{'7': 1, '9': 1, '5': 1}","{'10': 1, '8': 1}"
1,0,0,0,19,18,"{'7': 1, '3': 1, '9': 1}","{'king': 1, '8': 1}"
0,1,0,0,25,20,"{'7': 1, '8': 1, '10': 1}","{'10': 1, 'queen': 1}"
0,1,0,0,17,21,"{'7': 1, '10': 1}","{'10': 1, '6': 1, '5': 1}"
0,1,0,0,17,19,"{'7': 1, '10': 1}","{'10': 1, '6': 1, '3': 1}"
1,0,0,1,17,24,"{'8': 1, '9': 1}","{'queen': 1, '5': 1, '9': 1}"
0,1,0,0,17,19,"{'7': 1, '10': 1}","{'9': 1, '6': 1, '4': 1}"
0,1,0,0,22,19,"{'7': 2, '8': 1}","{'9': 1, 'queen': 1}"
0,1,0,0,18,19,"{'6': 1, '7': 1, '5': 1}","{'9': 1, 'queen': 1}"
0,1,0,0,24,18,"{'4': 1, '10': 1, 'jack': 1}","{'8': 1, 'king': 1}"
1,0,0,0,19,17,"{'4': 1, '9': 1, '6': 1}","{'7': 1, 'queen': 1}"
1,0,0,1,17,24,"{'10': 1, '7': 1}","{'5': 1, '9': 1, '10': 1}"
1,0,0,0,19,17,"{'9': 1, '7': 1, '3': 1}","{'10': 1, '7': 1}"
1,0,0,1,17,25,"{'7': 1, 'jack': 1}","{'queen': 1, '6': 1, '9': 1}"
1,0,0,1,18,25,"{'8': 1, '10': 1}","{'king': 1, '6': 1, '9': 1}"
0,0,1,0,17,17,"{'7': 1, '10': 1}","{'9': 1, '5': 1, '3': 1}"
