game_id,card_name,card_value
627,3,3
627,2,2
627,8,8
628,jack,10
629,4,4
629,3,3
631,3,3
631,ace,11
632,2,2
632,8,8
632,4,4
633,8,8
635,5,5
635,ace,11
635,8,8
636,king,10
638,10,10
641,8,8
642,7,7
643,10,10
645,ace,11
646,2,2
646,8,8
646,5,5
647,king,10
649,3,3
649,queen,10
650,10,10
651,8,8
653,3,3
654,4,4
654,9,9
655,jack,10
656,jack,10
658,10,10
658,7,7
659,jack,10
660,10,10
661,queen,10
662,5,5
664,8,8
666,6,6
667,ace,11
667,ace,11
667,queen,10
669,6,6
670,jack,10
673,9,9
676,5,5
677,10,10
678,jack,10
680,7,7
680,7,7
682,king,10
682,8,8
688,6,6
689,2,2
689,10,10
692,jack,10
696,3,3
696,4,4
698,queen,10
701,queen,10
701,king,10
702,king,10
704,5,5
704,3,3
705,7,7
706,6,6
706,6,6
707,8,8
710,3,3
710,2,2
711,4,4
712,5,5
713,4,4
713,queen,10
714,queen,10
719,2,2
719,6,6
724,4,4
725,8,8
728,ace,11
728,queen,10
730,7,7
735,2,2
735,3,3
739,queen,10
740,8,8
741,2,2
742,2,2
742,king,10
743,ace,11
743,6,6
744,9,9
746,8,8
749,7,7
750,8,8
751,8,8
751,9,9
752,4,4
753,king,10
755,3,3
756,8,8
759,jack,10
761,8,8
761,3,3
761,2,2
762,2,2
764,king,10
765,10,10
766,6,6
767,queen,10
768,9,9
771,5,5
771,king,10
774,9,9
776,3,3
776,4,4
780,10,10
781,5,5
781,jack,10
782,ace,11
782,jack,10
783,8,8
783,5,5
785,6,6
786,ace,11
786,9,9
787,6,6
789,10,10
790,8,8
792,6,6
792,4,4
794,8,8
795,9,9
795,queen,10
796,6,6
798,4,4
798,ace,11
799,9,9
800,10,10
800,king,10
801,king,10
802,3,3
802,2,2
802,3,3
803,jack,10
804,8,8
805,9,9
805,3,3
805,king,10
808,3,3
808,7,7
811,2,2
812,king,10
813,10,10
813,7,7
814,9,9
815,5,5
818,7,7
821,8,8
823,8,8
824,8,8
824,6,6
825,2,2
825,3,3
825,6,6
826,king,10
827,2,2
827,6,6
828,8,8
829,king,10
830,queen,10
831,8,8
832,8,8
834,queen,10
835,4,4
835,2,2
835,king,10
836,7,7
837,5,5
838,9,9
839,6,6
840,queen,10
841,9,9
843,8,8
843,queen,10
845,8,8
847,3,3
847,4,4
848,8,8
848,7,7
849,jack,10
850,ace,11
851,king,10
852,jack,10
853,jack,10
857,3,3
857,king,10
859,8,8
860,10,10
861,6,6
862,3,3
862,6,6
862,10,10
863,10,10
864,10,10
865,3,3
865,4,4
866,queen,10
866,ace,11
866,king,10
868,king,10
869,king,10
870,jack,10
874,5,5
874,4,4
875,3,3
875,7,7
876,6,6
876,9,9
877,5,5
877,7,7
878,jack,10
878,10,10
879,queen,10
879,9,9
880,10,10
883,9,9
884,jack,10
885,4,4
886,10,10
888,7,7
889,3,3
889,ace,11
889,2,2
890,8,8
892,king,10
892,10,10
893,5,5
893,ace,11
893,king,10
897,jack,10
898,3,3
898,10,10
899,2,2
900,king,10
901,ace,11
901,8,8
903,queen,10
906,4,4
906,queen,10
907,3,3
908,3,3
909,9,9
910,7,7
912,2,2
912,jack,10
913,8,8
914,5,5
914,5,5
914,9,9
915,8,8
918,2,2
918,queen,10
919,4,4
920,2,2
920,9,9
921,4,4
923,9,9
924,4,4
924,5,5
925,5,5
925,2,2
926,8,8
927,10,10
928,jack,10
930,10,10
931,9,9
932,5,5
932,3,3
934,king,10
935,jack,10
938,5,5
940,6,6
940,10,10
941,ace,11
941,7,7
943,jack,10
944,8,8
945,jack,10
945,3,3
946,8,8
946,7,7
947,5,5
947,9,9
948,4,4
950,ace,11
950,5,5
951,2,2
951,queen,10
953,5,5
954,jack,10
955,4,4
959,4,4
961,8,8
965,2,2
965,3,3
965,6,6
968,8,8
968,9,9
970,king,10
970,10,10
971,ace,11
971,3,3
972,8,8
972,3,3
973,king,10
977,jack,10
978,2,2
978,10,10
979,10,10
979,3,3
980,10,10
981,3,3
981,ace,11
981,7,7
981,7,7
983,king,10
984,10,10
985,9,9
987,king,10
989,ace,11
990,8,8
994,6,6
996,3,3
996,ace,11
997,8,8
